lei;rics
EYKN6V0ZCB8VD9IULB80;NA
5493003GE7UJGPQAMN79;TLSG.LJ
529900A1Q9DIV7G22866;NA
213800AF9R6ANNVL4V97;NA
529900YUH3RXW5PH6S18;NA
5493000QK0X0K188BR60;NA
LKE37K2B8CFZUR7F9816;NA
549300WH5VXDEFM5KR81;EVA
549300QNQWZO11QZZ529;NA
A6NZLYKYN1UV7VVGFX65;NA
3003002H0G2KDG6CR124;NA
549300L67A19OXSFBA84;IPO-TCR.TO
4YV9Y5M8S0BRK1RP0397;MRK
815600517A684B514873;NA
984500A0B0O047M3EF66;NA
3003003XTB2M76C0O006;NA
213800IYR1M76Z5USN03;1704.TW^A19
549300QQXOOYEF89IC56;WDC.O
21380017DVWSU9AEU878;IRBR3.SA
549300WF2OE8T5BP4B84;PD.TO
T6IZ0MBEG5ACZDTR7D06;WELL.K
959800F8A7CLAN0C2203;NA
5U0XI89JRFVHWIBS4F54;8318.T^K02
549300OONATO5UYKLU88;NA
213800PRT8BYL8J9B441;NA
549300FDOTXSG1N4RG27;NA
254900G6SDK8Q9NVJD26;POT.NZ
5967007LIEEXZXGK9K77;NA
213800189Z4MRVS36C14;NA
529900ZLXB1ZEOD68G12;NA
5493002LVZTHC3NHZ086;NA
549300U24SP4AF2JUX52;PAHC.O
984500084K4748BBAC13;NA
I0JS1G88CFNZT8P31C22;AGRIP.PK
254900LVLOF2YVSA2P71;NA
549300L10R4RABI1ER67;NA
529900G7FV6JIANXPV70;NA
254900RZO9I4WZF5J413;RECP.TO
549300WBLU5NKPX5X472;NA
549300IWDYIFW6JXM387;2891.TW
549300HEWVTWR2ZQ4F35;NA
549300QKXAJMQB5TEW86;NA
2549004S3M5ZY3GNAA30;NA
549300NX0KB1IV9CRW38;JONEQ.PK^E19
549300JEOTH7UMZ3C491;NA
724500EOJYP21L3XM206;NA
21380045JG57LJEFFE13;2885.TW
8156000256C2431C2E92;PIA.MI
549300T065Z4KJ686G75;VOYA.K
9695009M2V0Z7Y1X6D77;NA
8B4EZFY8IHJC44TT2K84;CHILE.SN
549300IKRZYIT7SBHJ50;NA
213800U43H56YKOIF596;NA
5493002ENHZ6NYET7405;EXOR.MI
5493007HQAUURLO7D125;NA
95980020140005209562;NA
549300SWUKNDX5MUFQ15;NA
549300LBYUY3BVANZI14;NA
529900D3HSWWZ1Q7P652;NA
5493002K6DHWNZH8YA34;NA
9KZ0AU45N94Q59NRQD91;NA
549300NEGJ5G23VCJM45;ANN.AX
5299006Z28DLZOTDJU30;NA
5493006LQUO5SLMNYM18;NA
EVOYOND2GGP3UHGGE885;NA
213800RRX1TYUVV2R518;NA
549300JOHU21WRN2Z451;KKR
549300M0X5CX4YBPP090;NA
213800X3Q9LSAKRUWY91;KBC.BR
5XJXCCYG4SDKFJ5WLB02;NA
213800M4HGLCL1UFGO07;NA
549300S6XH8IQ3O1NU90;NA
529900J4X53VL8QQW675;601808.SS
SR3J0ZUTXT7OTFT2VU03;NA
969500P2FDMGGWHDLV86;NA
MIHC87W9WTYSYZWV1J40;LNG
213800MBWEIJDM5CU638;NA
54930088RIOBI5Q3ZT35;NA
549300GM65RR2EMGLI48;JAS^C11
54930014SXEXD3RX1509;NA
3E70L4WYANTIWWIPHC81;DELL.O^J13
52990037IU0Q6VO1PN63;NA
254900FPTQMXRLRME940;NA
5493004C1SL445NFDR90;NA
549300W1QYDI0OYR2P73;WDLGgi.SG^I12
5493003FHPZEUAUU6L12;NA
549300TZDJT8YCOAGC10;NA
529900PA3MR0B55DDT09;NA
549300RTZMW2HYAV4515;NA
3003004G29TVYZ6TBL79;1252.HK
549300W02B4WNV8CV109;LGIH.O
549300NH52FNW9SEET71;NA
549300NWWY1C54HQDY63;XRM^J18
MLDY5N6PZ58ZE60QU102;NA
549300WZTQIHZUPFYM20;NA
969500LCBOG12HXPYM84;EXHO.PA
9676007H44QN6VYEBV03;CC11.DE
549300FW3RGHPHT21D10;NA
391200VW5BZ1UJCOKZ04;NA
2138001LVYC87DDHT482;NA
335800Q4TRGJXNLVMB81;NTPC.NS
254900RUE9YXEA734I78;ALMACO2.MX^F09
5493005JBO5YSIGK1814;PSX
549300J0IFHJE2TQGX07;NA
549300YUOBFVB7TE8510;NA
529900FL0NSEA839DU38;NA
549300TMJ1FKCKECR148;NA
5493008MJ5H6VV3E2654;NA
529900ZK1S6WC7G7ZL10;NA
XHRPVBWZ6JAU5PJX1X52;NA
N8RPR1ONFC6BB4CZ8Q68;NA
2138008SGTCOW9PGHT92;NA
254900N5QT0J6DLN1Z66;NA
5493002KRH4K9TQNG877;NA
IEKX78OX95KRI6UW7S96;NA
549300TAT2TADBW0WR70;NA
549300TP6NHS5PMXX264;NA
549300P2JSTCSHO5JG54;NA
549300JX7XAI5IS46I55;TWM.TO
635400GJAEUL1ES72W59;NA
529900SZ6ONGLM1ANB46;NA
529900SOCBTAANLVAX66;NA
549300D46DQVEU651W04;GPC
J0TW5YQRAZXYN7VEU787;AMPY.K
300300JWC6TO4OAZG360;NA
549300RTMGFN1YI2OC04;SVY.TO^F17
549300VOTS5OZ82UTG69;NA
529900752VPUK2VPM755;NA
549300TJREQ7GHIXWR36;NA
391200Q7ITGMWGU8LC73;NA
529900UUMEQCPSDKFD75;BUMI.JK
5493003QILFOB3JRKE30;NA
549300CMCWS54UGKRP88;NA
5299007G0TGKLU8UZ018;NA
529900VKOQQJ8U9DDK92;LOMA.BA
0MQKHNYD5E46G2UF5D74;NA
969500B0S40FTUVKD182;FLYP.PA
549300E3VEW8SMS5XW09;OMF
Q4TN0DXM2IX56MZV7G80;NA
391200SOQ88LS0JKMI90;NA
549300TRLWYWO33FH190;NA
549300IPM6EKPVUPFL67;NA
549300PDC2XIU85X0J15;NA
5493000SM561KPBZQ714;NA
5493002GPK5LQJ7QPJ51;NA
ROPY7PEPIPIDJNF0BO69;PBCT.O^D22
549300LGP4VBCHWQTD80;NA
549300KVIZ3IXZM0BZ64;NA
969500XRME9Q0SY8AG05;NA
213800NPAXWVT93L1653;SGAGF.PK^H09
529900RDFYXY4HBZ1K73;NA
5493008OJYGLHD7MXA18;ZD.O
Z7LVXXWM8HZPKF5T2355;NA
549300WV6GIDOZJTV909;AVGO.O
549300P6Q1UMT0X60U20;NA
7890009POEVAL1O5UX68;NA
549300D94AA0WSMRET75;ELNK.O^B17
529900CJAJ0HDPPKUI53;NA
254900FQY2VRRSR24U64;IPCC.O^G18
549300ZJM7BQW1P9UV75;NA
3003005N7A6HYZ4Z0K39;600188.SS
549300PZMFIQR79Q0T97;ISB.IC
5299004C02FMZCUOIR50;IR
300300AKNDEHIGVDZW37;600015.SS
549300BIRBTAWWHCSZ09;NA
549300XS4HD3R8MDYK78;BCR^L17
549300IJP90T4MV2GL84;NA
213800OILC5Q9AR63B63;NA
529900JRKG8AEYL65326;NA
969500CJCTMI93QJKK89;NA
9PO87UV78U1JHLR68X04;NA
3H0Q3U74FVFED2SHZT16;MKBB.BU
549300CWHXEFEL1UK083;EXGJ.J^C19
969500HVT4OLFG1J2R07;NA
549300TNXWXJNBL69846;NA
549300TJCKW4BRXPJ474;RPM
2534007H6M0NKA6GVJ47;NA
549300I680V3FDWE2N30;NA
54930062KS6IKMMST819;NA
988400U6RDXNJ5ZRN304;086280.KS
5493005P14I7WFB3FW47;AINV.O
R16PSQT18CKCCD7OSM38;NA
549300K1BVLH9IO4S405;NA
549300M7NCPJVA3F4Y58;NA
21380089BTRXTD8S3R66;TW.L
254900HMMX4HTWIP0085;NA
5299009V105D41IMNG97;NA
7245000R8GNBSDTSZ396;FUGR.AS
5493006ORUSIL88JOE18;AMT
815600B11BCB2AFDE431;NA
529900UD1KUUS4SFD905;NA
549300T82H2DXU80LV98;NA
MQ942CBKGDEM4ZABHY63;NA
549300BO7Q7O3MZSST19;NA
SI7IPLMR4AZ86ZNYG844;NA
724500HW03Y0R2FX0U51;NA
969500BWNQ1B0PI06I59;NA
5299004VW9WNRHTLF050;NA
WPTL2Z3FIYTHSP5V2253;COP
300300AMV45UQEH2Z513;NA
25490011XDT7X3A4RE81;NA
3M5E1GQGKL17HI6CPN30;JYSK.CO
5299005CJ19P6P1JXZ26;NA
7245007QUMI1FHIQV531;NA
A5GWLFH3KM7YV2SFQL84;NA
549300UNC2WZ0ERDFG29;DFT^I17
YVWKAYL3K13YWXAVNZ95;NA
549300VDJ1JQF1X1YZ60;NA
549300OQ94C7KRGGC351;NA
42YMHYH0XMHJEXDUB065;RMK.N^A07
4469000001BO4JEXZL32;LIVEPOLC1.MX
5493005NV20IG4VEKZ40;GYI.N^G08
529900HSCZ66XD71P398;NA
54930001JAUYYSFBMP93;ISEIopa.MI^E06
549300RE9BETU7WX4L49;NA
959800L8KD863DP30X04;MRL.MC
549300DH0XIVR9DXO060;NA
549300BWTD72HY2Q7429;NA
259400TOMPUOLS65II22;OPL.WA
UNZWILHE4KMRP9K2L524;NA
549300HZKOE06M36JM93;NA
Q0M0CZB4YN6JZ65WXI09;SEE
8755006LY8XNRFOGWN86;NA
5299007UXW6Y0W2EGZ95;BRX
549300LRPVT8N6FNFC04;8369.T
549300YX2GSZD7YG1R84;CNA
549300VRNV3GTLS6VJ48;NA
5493009ECN2PYLQLWT34;DMND.O^C16
549300D12V5KRBV00592;NA
549300Y3XQV29GDHQ470;NA
5299001IO03J69IP6L77;BCOR.O
213800PQLSKZ25LSII39;NA
959800LGS257BG6CP291;CPF.MC^I14
30030063O9ELWMPNQL95;3368.HK
254900DUWXV1O3KM4P58;2823.TW^L21
549300CMDD2265VOZM53;NA
5299005X2KF59ERDLL36;NA
335800H5R3TGTJ7LQ663;TTPW.NS
529900J5TUMU3E1SLC32;NA
F1OF2ZSX47CR0BCWA982;CCL
549300R46XCJJHCJGC06;NA
254900DAXBDMVEXU5959;1216.TW
5Q3U0WRKWZZGRMPYFT08;NA
5493000JW8DCO3T45R55;BXLT.K^F16
529900ZMALH8DA7UJT76;AXE^F20
5493008CA3NMHYEVT131;VON.AS
3Y4U8VZURTYWI1W2K376;NA
549300CIFCE51H0JT813;NA
213800UTXVFRH9XBL453;NA
549300ZU474ZHJHKYP54;NA
RN37QJVS1BV19MNIC295;NA
529900RDAUUDGMI4M325;NA
635400PTQW4DT3C4DG08;NA
549300N0KGF3DQ2YCT10;ROHIQ.PK^I13
5299000OCI6E4JFSQX41;NA
549300OX1VFDX7ZPN240;PGAS.JK
5493008Q2CWI15HXT245;NA
5493007G654QKQVEKV09;GCP
549300DCTBUZZ3PPS668;NA
QMPJLLDULY5C1M8PNY21;UELMO.PK
549300C2NQL773WZ9F32;NA
222100CX5OA6ONWOBW66;NA
254900E9KNPWWX0D2I37;NA
894500YKKF2CXAP6DR25;NA
254900IS16Q1A2TQFN22;NA
969500VRSFWX7S1P2M29;NA
54930043BMDE130FJ617;NA
253400RPC1L8A5R1BV73;TATFI.RTS^E17
213800GA8LZ2SJQZUK23;NA
5493000YPN33HF74SN02;NA
549300ILTEOF3E3QY357;WTRG.K
5493001HTV0J5EF80X15;NA
HCTKJGUQOPZ5NBK7NP58;CTXS.O
2138005UZV4ZT2B2ZO19;NA
LGDYZ7KH8Q3Q797IHE27;NA
5493005TI8H5PXVCUV44;NA
ZXJ6Y2OSPZXIVGRILD15;R
549300BPCKH0Q3R2H875;NA
259400BJLHUHZDUVNI71;NA
635400JV7IJL16OWIT96;BES.LS^B16
529900O9KEFE0RGCUG84;NA
5493008XRIP4UKHKPH78;NA
529900YQAOMEZRGRRP43;AQUA.K
789000GFSFSARN7Z3T33;NA
YF6ZV0M6AU4FY94MK914;NLOK.O
549300003CAL68Q26V30;NA
549300N263GYIVPVLC38;NA
549300E33VHD8WX05I74;NA
OQSJ1DU9TAOC51A47K68;SBUX.O
3003000PBSRRF9G6QT21;NA
529900N96EOVRB114D28;TDC.CO^F18
5493000CZJ19CK4P3G36;MPLX.K
222100TSH8ZX83ETQ827;NA
254900GJ5CGNJLVMBP70;APEX.JK
5299006T5ULIIRZ7LK49;0683.HK
2594005SR5W00MCTG921;COGP.WA
FJSUNZKFNQ5YPJ5OT455;PEP.O
549300AC3L8T7AP18386;NA
52990026X6NZ2SNA2S58;NA
5493005KH7FO1T5TMX47;NA
213800NZT1VX6PZ7BT53;APG
5299009DSO9LHYS52X36;NA
529900SR4J92B5C43M74;NA
549300VELLG24KHTJ564;MAT.O
25490079I39Y1IR2GQ84;5859.TWO
549300EK847TAWPJWF34;TECD.O^G20
549300V0USOOV31S6Z05;TERP.O^H20
4S66HJ5RNB5ZWG9YW219;NA
549300FUKUWFYJMT2277;BURF.L
549300J4U55H3WP1XT59;BAYGn.DE
549300IA9XFBAGNIBW29;CMS
213800F6Q6LYLKB6DD47;NA
549300OJ9VZHZRO6I137;TSCO.O
549300UKR289DF4UXQ47;WBD.MI
5493008RACSH5EP3PI59;EQR
31570020000000002893;NA
Z15BMIOX8DDH0X2OBP21;SHW
549300LPMOJRO8PIJA30;NA
254900HXEOB2J51OW334;NA
213800VZJ8TFB8ZJDR87;NA
529900025IC0FD7OPL94;NA
MMYX0N4ZEZ13Z4XCG897;NA
5493003E2VORFNEUM078;NA
96950001JKROZEF62G96;CMCLi.PA^K09
254900W703PXLDSEM056;CMIG4.SA
261700DLHRFPX94EE643;NA
4469000001BIQ4RVIN75;NA
5493001TVR0XX3TP8S30;NA
549300TR2H2VEFX0NC60;ESS
529900XQMOF3BB8ZKT64;NA
254900O2M53JMNF7U320;NA
549300HLPTRASHS0E726;INFO.K^B22
5299007REVJB2Z6GIU09;TYPE.O^J19
549300D3I1QU67GP6403;MTX
529900NVTURLDRDQC652;NA
7245008TAAMVKZM7J746;NA
549300W02WCGGWVCBZ24;NA
54930092R8KXPUNCUI17;NA
549300PQTT267ME8D359;WEN^I08
8156004B244AA70DE787;EMBI.MI
969500P2Q1B47H4MCJ34;VLLP.PA
MMO6VV34TNP4Z1T8NG83;NA
254900GZQGAVO1EVVG38;NA
213800DJ6EAWQWMEX870;NA
549300EAQH74YHD07T53;FLEX.O
529900C7C1CTWJVRTA69;NA
3WR91SPXQZD5X605SQ32;NA
549300AFM4YL2W5C0L84;NA
549300IX8SD6XXD71I78;DTE
529900XIPMQFJ8PTB895;NA
529900W5ID3PF3JBG156;NA
529900RRHNWWUHI0SO53;NA
529900ZFNWIB7ZMSTX18;NA
1VWDHRIRERCQ5D5M5681;HAR^C17
54930020HTACTODKHT04;NA
529900O4UGETQ9Q3AA63;NA
62QBXGPJ34PQ72Z12S66;AMGN.O
YX52P86PXMLYDOTUQ225;NA
300300VAI0OCY3OKWO66;NA
549300UFIKCL8N6OYG97;MITL.O^L18
259400QHDOZWMJ103294;ALRR.WA
5299001HX8ZN8Y8QIT49;SBAC.O
5493002XN8FRTYQLR778;NA
529900FNO3XSY10KOB97;NA
ZWLMVGRO8HNAFT1TJ507;NA
LTO4ZL5EBDR1NE6FGJ36;NA
549300ITPIHLG0LHEC09;NA
2549008LZA1JWTQ5X106;NA
969500UDH342QLTE1M42;ICAD.PA
529900KLYIW1ERXXLT61;NA
391200UHL6YHY0OA1P30;BEEF3.SA
9N3UAJSNOUXFKQLF3V18;PPL
549300FT5PAYBG3RQJ06;NA
5493008XVFHYYV0YHN70;NA
549300SAHJB5XFWDZU27;NA
5493004K1ECE43Q0BX47;UB.N^K08
254900QJ9H70P7W2NH90;NA
5493006JEEL9RIWY5T17;NA
549300ZQ3XP75BCYM468;NA
549300ONVS6PJZ5LRX23;BBBB.O^J11
4469000001BVQD7MDS72;GFAMSAA.MX
549300T3TJ6A0P5TXM13;NA
549300PHV8MBDHWB8X12;SPMI.MI
5493001GAGGFR30BP390;GBX
549300BVOKRTHDIWVT46;SUN.AX
529900Y7544GYFG3TK85;NA
549300CQGEN0CH65UD62;NA
0J0XRGZE3PBRFEZ7MV65;CHTR.O
4ZHCHI4KYZG2WVRT8631;MBLPC.AX
529900MYXS69B9IPSA23;NA
254900LE3FBC16P2QY79;NA
549300TOZZAZEYKSZA49;NUI.N^L04
529900FYHJEIMJ6IME52;NA
5493001QYJ48NR445U30;EXALMC1.LM
5493003R8YN6HPI1UO41;NA
549300DXHIJQMD5WFW18;AWK
549300K7L2QXX1ML9Z18;NA
335800TM2YO24B76XL26;SRTR.NS
529900DVM1TNGSLYYC45;NA
529900GTRP1364SFHD69;NA
549300DPTX58UNK4IT53;NA
529900PHZ5D6JB7VUQ39;NA
254900OXOP0GWPMWNJ63;NA
YHKQM2RIPKZYOZ6RVZ46;TK
529900YKZWR2YF6CCR74;NA
969500CXBDY2KMHP0J53;NA
5299008ZUAXN43LVZF54;SAND.ST
254900K666TWHGLDXF11;NA
ISRPG12PN4EIEOEMW547;HON.O
2138008R6GCRVBDFA581;NVTK.MM
300300F3000811000094;NA
988400XAIK6XISWQV045;000660.KS
969500XXRPGD7HCAFA90;LEGD.PA
5493005NPFT5LJ7KFN35;NA
N1GZ7BBF3NP8GI976H15;USB
213800LDBBG5LBVRLL48;RPO.L^F16
549300SHR0URTIFB5Z32;NA
254900QTESJKJ3P87J26;NA
74KL64S371VZTHI05115;BTH^J15
549300EXIECHUG4F3335;NA
529900936ZPAXB0LZD87;CGG.TO
254900OS5OQ61UHFKE32;NA
WD1VLJACN4N8BKI6YK62;NA
2138006NCUSTUB6CH714;NA
5299006QZ5OEL3C9DR28;NA
5493006Y4QUQNL1ZUR64;NA
529900DQKWXN4TVCYP11;NA
213800OJ67K27RCO2J56;ATRS.VI^B22
B04NRHIPCDFJHUDELO60;NA
969500P04DQJS4BPM574;NA
54930043I78H35DVVW89;NA
4N6SD705LP5XZKA2A097;TCH.PA
549300IBJ0QJU1E0GW56;STJ^A17
5493000C2SGNC7ZN3242;GFF
254900QL6WV1PTWRC151;NRBN.KZ
5493000J801JZRCMFE49;PETR4.SA
529900D8QLTZ6PRLJL76;NA
549300VGE7QN15BPTZ72;NA
54930010CP0KEPPRPA40;SOY.TO
BFM8T61CT2L1QCEMIK50;UBSN.S^H15
549300FGFN7VOK8BZR03;NA
AEMSOT3SS15TNMJCE605;NUAN.O^C22
TVRMNZKRGA8LPW6XPG60;NA
5493005VOQPW1PJOKV86;NA
549300GSDRVU2LQKWC94;NA
815600A276A597398214;NA
AD6GFRVSDT01YPT1CS68;NA
5493007L0E0VKRC2CP39;NA
529900AVLXO78SDFR886;NA
95RWVLFZX6VGDZNNTN43;MG.TO
549300LNHMRYBCSXQE39;NA
5493003VGPEJMW28UG24;CNGO.PK
549300IRNFZW2143BP12;NA
5299000K05SFBDX9PV30;NA
969500161UMNDC85C891;NA
254900P898KPCM50SP51;NA
335800FPDZ9MRSNO7N41;ONGC.NS
XIWSZGF71CSSRS0DFG53;NA
5493009YL8JSBQ651S79;NA
5493009ZGZJJ8F77JN08;VMI
54930039FZ741FVQVN58;NA
5493001M3HKIVRGCE314;NA
529900UCQ5HTMTVAY212;NA
5493004TJ7YCK85HC370;NA
315700LHDFW0WWRMXD75;NA
5493001D55RVULYW0R10;NA
549300HSFCJPEKM3OC11;NA
213800HWU1V2FUDJKU06;NA
6QQTOZ5MF5DHM7K92I60;WMS
IFQSIUC9AGQV2NE8CN25;NA
549300XI79MQJV13DW27;NA
529900Z8NURZEOHKWK86;NA
TQCT5J6WW66EP0RL6J50;NA
815600B8F90CF651D307;NA
549300N577AN5BH4RS70;NA
6X064LF7Y6B4DKF2GZ26;NA
5493001WGI8HD30YHT39;NA
5493000N6TRMD2B0Y754;NA
549300D5LUPGZUDZXC96;MTMS.OQ^H03
3SU7BEP7TH9YEQOZCS77;CNR.TO
25490082929AT2L3F485;NA
969500EYG6U339D3TI84;CRFF.PA^K04
FOR8UP27PHTHYVLBNG30;NA
KDTEY8BWE486IKZ3CC07;PCAR.O
549300J3KKX1PEJGDW36;NA
529900P8OKWO25XE4251;NA
5299001N79S9ZZNPMI92;NA
529900JNZC8XGW2AW886;NA
96950065LBWY0APQIM86;DAST.PA
549300JF8JLLQXQYJ853;NA
529900RW2U1C9FIB6J54;NA
6RW0L752VAVTPZF36F02;NA
23Z66VSLY6LPFKPRBL61;NA
635400HRFGVKXFHZ8O77;NA
549300STK2KBVO6WED71;ATH.TO
5493006KYU0VX4EBIP66;NA
549300QXEHJXT6D53X16;CRT_u.TO
5BL1H0O3XZV9MZOZ5F67;NA
LCW058BB35M4WXLTBN07;NA
549300KQ7DCG4IXSNW78;MRU.TO
5493004MCF8JDC86VS77;EFX
529900ORWHHE06AJ0279;NA
8156007EAD3AF0284002;NA
549300LN5KFKPPLPJ238;NA
52990040SI7BI0JREA66;NA
549300C8MWE0S5CMU465;NA
54930081VSBJRBE45S95;PERY.O^J18
549300ZJC0V1K2ZCKG85;AABA.O^J19
391200ALL580C5IO6U17;NA
549300TRUWO2CD2G5692;CRDI.MI
5493006VJVVGE5PD4517;NA
5299005FV4VNV75R8R35;MDC
VOE1TU2YQZXM7N1YG616;NA
549300322GBMUSL1VG17;NA
5493000LM0MZ4JPMGM90;NA
QLPCKOOKVX32FUELX240;PZU.WA
5493008JKH5SOTI0JS97;NNN
549300S1MP1NFDIKT460;ELI.BR
529900IZSJ64GH477714;NA
FDPVHDGJ1IQZFK9KH630;EMN
R1JB4KXN77XFCXOQKV49;TRN
8156009E94ED54DE7C31;TRN.MI
743700LE1ECAPXC5UT18;OMASP.HE
549300R3N69ECGYPU434;SIKA.S
FQQ0BN4M77850MCOBP13;NA
549300O5ZKB2MUUSKB97;NA
254900MOXD90LKQ6AY47;NA
QC8UDL3MH0VWL8E4RM19;NA
1HNPXZSMMB7HMBMVBS46;PCG_pa
529900J0QYGBLA717426;NA
549300QV6SE8ZLTNWJ75;NA
549300GVCMIVQ3PYEU23;NA
549300HZ8J3MLVXQ8F85;BBNI.JK
35380028MYWPB6AUO129;8316.T
25490038N6JQH7QXUK52;NA
254900TYI01M6U9J5L49;QNBA.CA
549300IULC8F8IGXKI15;ORRON.ST
969500K2MUPSI57XK083;NA
549300MMVL80RTBP3O28;SOLB.BR
529900H31AYI6WA1J534;NA
529900F2F9VZ5FRROH89;NA
ZTC508ZLTU6TYD5R7A85;NA
529900Z8UBNQXJICNG59;NA
259400WX4QZCOHJVWM18;SNS.WA^D18
549300OVC7PK14LQ8D87;WWW
549300TVKZM22UUX5J37;NA
213800QUGKCFF2WVMT82;NA
549300V1U4UZQPVHLY12;NA
984500560CAC2E6FB757;ALLE.K
549300Q4QEXJ37LEXQ06;OFG
353800WRC7Y23PWFJG38;8601.T
5493005GZE25VIBF4P73;LSMRx.L^E11
100ORHPSVDVEWMRXCK42;NA
549300JYBGD2MJQK4905;NA
635400LZ2CNQFYRJYT65;NA
549300P4EKEP6HK0NC58;PIKE.K^L14
BVHHEFJI6SHNOKQT2572;NA
549300W3R20NM4KQPH86;IQV
549300FQZKFR5YNSHZ21;MAA
5299003QSYUVIBQ42261;NA
549300DSMAD69T7GGN13;NA
3003007MOY5QAMBWAB12;NA
ORQTRC074CWLT3DKHT41;VTR
5493005UY451ZBMSLM80;ALZI.MI^I09
WUQXXXF7PXTUPGROE843;NA
NY9Q8VBNB6D1L6YV0J84;JEF^C13
549300S33SIOUGV2VM26;NA
213800TSSFUWBZI2U688;NA
335800E4RH82Z8XC3C30;CNBK.NS
549300F2FONGJR575V67;NA
2138008YQEVWBE1V2M52;NMC.L^D20
WK4GSNIW4D0EC2DB7Z69;NA
O5N0L82GSC7BHP2MC052;NA
529900F1CPKMBRGEQG87;NA
549300FISLQ6CEFP1867;INDT.ST
549300T13UTNTU8T2H61;AGT.TO^D19
39120001JPAYYPDRNN92;NA
549300QNR45E3A715J87;NA
549300GIENWHMA7AHR72;UCP^H17
5493004NW4M4P8TMMK63;AL
549300LCTN5FC5FYWG51;NA
T4DHW82NMF6BXJT50795;OKS^G17
PRNXTNXHBI0TSY1V8P17;ZBB.ZA
64883LC3F12690GATG87;NA
5493008CRWH2WFODTF44;NA
529900H8A4MZJKMDFU11;NA
391200AI5A84VN3V3J90;NA
5299008CO6IFREMCTY71;NA
549300UHKPSC5NLRRY83;NA
254900JGB9NMISXBKZ44;NA
5493002CONDB4N2HKI23;PH
549300OKFHZ84SFJFT95;TALO.K
549300KCZ04E6ZUCZ288;NA
549300SMG06YR6LAWP96;NA
529900TW5ER1Q01F9939;NA
MLU0ZO3ML4LN2LL2TL39;HSBA.L
52990089LBIKLBM8YB23;NA
549300EOFJ4H8TLMRF05;NA
213800Z5DANXME2K6X50;NA
QS3ZEAHRBZY9228Z0111;NA
3003005VYMEBAJNJ2Y26;0881.HK
9695009HXSFK8D6V0T62;NA
5493008VX60Q72RHI784;NA
213800VJCODIH3QFUD54;NA
529900EKVJ3A9SKFY617;NA
549300WV35QT5B331630;NA
529900096070LUHXVI62;NA
54930085S8UFO5D4DJ70;NA
7LTWFZYICNSX8D621K86;DBKGn.DE
7D9EHZL14BBPJWTN6S08;NA
213800S6NLZ9IH9TGB49;NA
549300O7HK85BJZ81863;NA
549300UEKTXMTFUVUH42;NA
5299000YHEY9W7DNDR75;NA
GJZNVO2UY6DNFNIYH321;TA.TO
549300WDBPUOVK4S9722;IRCP.BA
549300GXFVX0SC256V06;GMP.N^D07
529900CS2DTIIVXYK804;NA
724500WROB4KMWXI8P59;NA
529900V4M623WEPVD520;NA
549300FE3MQ4RVXXC673;WH
32SXKSJ72K64GM3HOU64;NA
2MKZBE7NMX7EJWQLHS95;NA
549300PPP02OVTC3ZV19;GEGSQ.PK^B15
635400Z5LQ5F9OLVT688;PRX.AS
549300D405BPQ5DDVJ61;NA
QO137X8J9JL3BCNFUY17;NA
549300ZRBY47M0OFDL65;CBIGFO2c.MX^G05
549300HNDSDQWQ3L2P80;NA
789000EJPSW14F8KVG81;ALBRK.IS
549300EATU2ZYDIZ8J04;NA
LAXUQCHT4FH58LRZDY46;ENGIE.PA
Y68YJHVB1GU4TAU3C223;MDRX.O
529900BU41ENCQQ9OO61;NA
4469000001BNUHDNSG66;FINDEP.MX
529900L4RMLNMHQGQM22;NA
213800OYHR1MPQ5VJL60;NA
5493001L2DDUKDCMGX23;NA
549300WTBVUFUPSIWI20;NA
549300D7GMIUR7OY0U82;RATE.K^K17
549300Y7VHGU0I7CE873;NFLX.O
5967007LIEEXZX8S6851;NA
5493000GQUKNWGNXRZ91;MHLD.O
L3CJ6J7LJ2DX62FTXD46;HCA^K06
529900CIYHPKKXM6RI77;NA
549300MJL50HVCB7RP74;GDI.B^G13
JLS56RAMYQZECFUF2G44;NA
549300EJG9IEYQL5XT21;TIF^A21
529900ZM98OISTG16932;HDDG.DE
MJZFGXRJ52U8U4MKJ519;NA
391200B1WR4KEUDJCX10;NA
5493002DGRU2CP8MZE54;NA
S7DWAC87RDMPBF77GJ92;LII
9R1Z5I36FERIBVKW4P77;SCE_pe^I20
MWFSX38ED3OPH2LWN965;NA
5493002LQZW8ZFOW1E98;NA
549300I7BKCLNE05U640;NA
529900442W0UU54HVN25;NA
ZI8Q1A8EI8LQFJNM0D94;NA
959800YH56PYMFN7VV80;MASM.MC^K20
213800VZGAUWKITZZB35;NA
549300SLU4LP6YMRLK07;NA
549300N4VQX83VPJF439;NA
5PRBRS5FEH7NREC8OR45;PRU
549300T70JXFWEXCK295;NA
7245007FZS0M65WUGP67;NA
5493005W6JZ5EEFR8349;NA
529900891XBE6RV8JR07;GOOS.TO
96950002A3319F9NP851;NA
5493001K58EJICR6I331;NA
54930075MZSSIB2TGC64;IMTP.PA
724500596QC3MKH2XV78;NA
529900OBS0IQRIV1NH06;NA
25490078APAXS5NZGF08;NA
213800X1T29YFAYMPC26;NA
391200EGNWPBM3RJ5882;NA
529900VB3L5MRBU13P27;AVT_p.CN
549300WK75BOEGFG7M56;NA
300300CWW8WOEV3BR645;NA
253400VVNJ2304JLV519;NA
5493007701O01N3FQM69;CIR
